"Premises","Hypothesis","GoldLabel"
"(A man; is drinking; his wine; T:while surrounded by a huge mess) ||| (A man; is drinking; his wine; T:while surrounded by food)","There is a mess around a wine drinking guy.","entailment"
"(Attractive young woman; takes; a moment; to smell the flower) ||| (Attractive young woman; takes; a moment; to stop)","A woman is outside.","entailment"
"(A group of women; are; in wedding attire) ||| (A group of men; are; in wedding attire)","The group all love rock music.","neutral"
"(the little boy; is running; toward it) ||| (A duck; is standing; on the street)","The duck is attacking a boy while the boy is trying to run away from it.","contradiction"
"(woman; are looking; at a map in Central Park) ||| (A man; are looking; at a map in Central Park)","The people are looking at a laptop.","contradiction"
"(The woman; has; sunglasses on the top of her head) ||| (The woman; is holding; a mug)","The woman is drinking coffee from her mug before heading to the beach.","neutral"
"(woman; sharing; a laugh; at the dinner table) ||| (A man; sharing; a laugh; at the dinner table)","A man sitting alone in a restaurant.","contradiction"
"(a white tank top; paints; a wall green) ||| (A brunette woman in glasses; paints; a wall green)","The woman is taking a shower.","contradiction"
"(adults; enjoying; a band) ||| (A child; looks; upon adults)","A band plays for the crowd.","neutral"
"(Four girls; are jumping; down; on the sand near the ocean) ||| (Four girls; are jumping; up)","Four girls are enjoying spring break.","neutral"
"(a woman; wearing; a lavender cami) ||| (one man; standing; on the ledge behind the billboard) ||| (A large billboard of a woman; is being hung; by 2 people; L:in one man) ||| (A large billboard of a woman; is being hung; by 2 people in mechanical lift) ||| (a woman; wearing; a white shirt)","A sign is being posted.","entailment"
"(A man; reading; a newspaper) ||| (A man; sitting; on grass)","the man is outside in this picture","entailment"
"(Groups of people; are holding; onto cars) ||| (people; skateboarding; L:on the street)","A group of people are learning how to skateboard","neutral"
"(A group of people; posing; for a picture) ||| (A group of people; are gathered; )","THe group of people are all in the wedding party.","neutral"
"(walking; buy; a display of other items) ||| (walking; buy; a display of clothing) ||| (People; are gathered; L:around)","School lets out.","contradiction"
"(The blonde tennis player; is wearing; a green tennis skirt) ||| (The blonde tennis player; is wearing; a white shirt)","There is a tennis player wearing jeans and dress shoes.","contradiction"
"(The white dog; catches; the tennis ball; in his mouth) ||| (The black dog; catches; the tennis ball; in his mouth)","A dog chases a cat to the shouts of its owner.","contradiction"
"(A woman in purple baseball cap; balancing; a large blue tub on top of her head) ||| (A woman in purple baseball cap; is wearing; a backpack) ||| (A woman in a red collared shirt; balancing; a large blue tub on top of her head) ||| (A woman in a red collared shirt; is wearing; a backpack)","The woman is swimming with sharks.","contradiction"
"(a red bucket; filled; with money) ||| (An old man; plays; guitar; L:in front of a red bucket)","A musician is trying to earn lunch for the day.","neutral"
"(an escalator; carrying; a white cup) ||| (A man on an escalator; looking; up) ||| (an escalator; carrying; a red cup)","The man is taking the elevator.","contradiction"
"(A man in a black cap; is doing; tricks; on a skateboard) ||| (A man in a white shirt; is doing; tricks; on a skateboard) ||| (A man in blue jeans; is doing; tricks; on a skateboard)","An old man is pushing a stroller.","contradiction"
"(two white umbrellas; stand out; from the crowd) ||| (two red umbrellas; stand out; from the crowd) ||| (A street; is filled; with people)","It is raining outside.","neutral"
"(three people; are walking; L:beside a body of water) ||| (Three people; are sitting; on green grass)","People are outside doing things.","entailment"
"(her groom; smiling; ) ||| (A bride; smiling; )","two people smiling","entailment"
"(the other; wearing; a black costume) ||| (the other; wearing; a white costume) ||| (Two women; are; tall , red - hair) ||| (one; wearing; a white dress) ||| (Two women; are posing; for a picture)","Both of the women are wearing costumes\","contradiction"
"(A young boy; walk; down a dirt path) ||| (A woman; walk; down a dirt path)","A woman and her son are walking him to the bus stop.","neutral"
"(A white dog; jumping; over a hurdle) ||| (A black dog; jumping; over a hurdle)","There are two animals.","entailment"
"(three children; looking; at a picture on a digital camera) ||| (three children; gathered; L:on the floor) ||| (One adult; looking; at a picture on a digital camera) ||| (One adult; gathered; L:on the floor)","Some kids and a grownup are admiring a photo.","entailment"
"(a fireman; sitting down; ) ||| (A man; dressed; as a fireman)","The man is dressed as a cop.","contradiction"
"(the floor; coloring; L:on a large white sheet of paper) ||| (A little girl; is laying; on her tummy; L:on the floor)","A child is using crayons to draw her favorite teacher.","neutral"
"(a store; filled; with Pokemon items) ||| (A girl in a green sweatshirt; checks out; at a store)","a boy goes into a pokemon store","contradiction"
"(a man; standing; next to her) ||| (An older lady; show; a watch to a man)","The two people are married to one another.","neutral"
"(a man with glasses on in a long blue shorts; stands; in the road; L:in front of a blue car) ||| (a man with glasses on in a short black shirt; stands; in the road in front of a blue car)","The man is about to get hit.","neutral"
"(a woman; walk; around a corner next to a painted wall mural) ||| (a painted wall mural; depicting; children) ||| (A man; walk; around a corner next to a painted wall mural)","A couple dances in a nightclub.","contradiction"
"(shin guards; throws; a pink soccer ball) ||| (blue shorts; throws; a pink soccer ball) ||| (A child in white shirt; throws; a pink soccer ball)","A soccer player throws the ball back in after it going out of bounds.","neutral"
"(a woman; styling; a man's hair in the background) ||| (A man; styles; a woman's hair; with a woman)","Two hairdressers are working on their clients' hair","entailment"
"(A baby; sucking; his finger) ||| (A baby; is sleeping; )","The baby is lying down.","entailment"
"(Two men in white; cementing; a patio in a yard) ||| (Two men in green; cementing; a patio in a yard)","The men are building a patio","entailment"
"(sneakers; leaps; off a concrete roof; toward a tall brick wall) ||| (a white T - shirt; leaps; off a concrete roof; toward a tall brick wall) ||| (A man; wearing; black sweatpants leaps; L:off a concrete roof)","The man is running from muggers.","neutral"
"(Several people; eating; ) ||| (Several people; are standing; in a room)","People are eating lunch together.","neutral"
"(Middle - aged woman in a white apron; is using; a spinning wheel with a second spinning wheel in the foreground) ||| (Middle - aged woman in a sweater; is using; a spinning wheel with a second spinning wheel in the foreground)","A woman demonstrates hand-spinning at a Scottish festival.","neutral"
"(The child; is playing; seek; L:in the hay) ||| (The child; is playing; hide)","A child is doing his chores.","contradiction"
"(A smiling girl; walks; through a flurry of leaves) ||| (leaves; falling; L:in a forest)","A sad girl is trudging through an ice storm.","contradiction"
"(a bowl; set; on another blue plastic chair) ||| (A man in a blue plastic chair; peels; a vegetable; into a bowl)","A man is making dinner for his family.","neutral"
"(A woman; handing; a white cup; to a man with a shopping cart between them) ||| (A woman; handing; a white cup; to a man with a newspaper box)","a woman gives a knife to her mother","contradiction"
"(A man in blue jeans; stands; in front of a blue door) ||| (a blue door; decorated; with graffiti) ||| (A man in a white jacket; stands; in front of a blue door)","A man is standing and waiting for his girlfriend.","neutral"
"(A man in a white striped shirt; runs; a hotdog stand across the street from a pizza parlor) ||| (A man in a red striped shirt; runs; a hotdog stand across the street from a pizza parlor)","A man is making hundreds of dollars selling hotdogs.","neutral"
"(other books; scattered; around) ||| (A young boy in khaki overalls; is holding; a book about Elmo; with lots of other books)","A girl does tricks on a bike.","contradiction"
"(A man; looks; through some parked vehicles) ||| (A man; looks; through a large camera - like device in a field near a camper)","A man is camping in a car.","contradiction"
"(The walls; are covered; in patterns) ||| (The walls; are covered; in gold)","A large room is adorned with intricate gold and patterns.","neutral"
"(other children; doing; the same) ||| (A couple; sitting; at an event with other children) ||| (other adults; doing; the same) ||| (A couple; sitting; at an event with other adults) ||| (A couple; smiling; )","Adults and children get sleepy listening to a dull speaker at an event.","contradiction"
