"Premises","Hypothesis","GoldLabel"
"(A little girl; playing; a guitar) ||| (A little girl; sitting; on a bed)","There is a person playing a musical instrument.","entailment"
"(a few men in white uniforms; doing; stunts) ||| (a few men in white uniforms; stand; atop one another; L:At a martial arts demonstration)","A couple of men are at doing a demonstration.","entailment"
"(A little girl in a white ski suit; sideways; on the snow) ||| (A little girl in a pink ski suit; sideways; on the snow) ||| (the snow; covered; slope) ||| (A little girl in red helmet skies; sideways; on the snow)","The girl is outside skiing.","entailment"
"(a wall; painted; with the image of a mannequin in a reflective vest with a trowel) ||| (a wall; painted; with the image of a mannequin in a reflective vest with rubber boots) ||| (Two workers in reflective vests; walk; L:in front of a wall)","A lady rides in the back of a wagon with her dog.","contradiction"
"(the ledges; surrounding; a tiled wall) ||| (the ledges; surrounding; steps) ||| (People; sitting; on the ledges)","They congregate","entailment"
"(laptops; being used; by workers) ||| (a table; covered; in laptops) ||| (A blond woman in a dress; looks; at papers by a table)","A female standing by a table.","entailment"
"(A man in a woman in a white blouse; are spreading jelly; L:on their biscuits) ||| (A man in a woman in a white blouse; are spreading; butter; L:on their biscuits) ||| (A man in a white shirt; are spreading jelly; L:on their biscuits) ||| (A man in a white shirt; are spreading; butter; L:on their biscuits)","People are preparing food for their children.","neutral"
"(A man in a torn pants; plays; a violin; T:while sitting on a bucket in front of large windows) ||| (A man in a hat pants; plays; a violin; T:while sitting on a bucket in front of large windows)","The man is wearing a hat","entailment"
"(A girl in a green shirt; jumps; L:in front of a square stone) ||| (A girl in cargo pants; jumps; L:in front of a square stone)","The girl is awake.","entailment"
"(A person with crosscountry skis; is walking; up a mountain) ||| (A person with a red jacket; is walking; up a mountain)","the person is a woman","neutral"
"(Four; jumping; for joy) ||| (Four young men; are running; on a street)","THe men just won the lottery.","neutral"
"(A woman; pointing; to hats; L:on a table next to a little girl) ||| (A woman; is standing; in a street)","A lady and child are looking at hats.","entailment"
"(A child; looking; at a book) ||| (A child; sitting; on a potty chair)","A young child is reading a picture book.","neutral"
"(a bride; is holding; a champagne glass; T:next to a man in a blue necktie) ||| (a bride; is holding; a champagne glass; T:next to a man in a blue shirt)","The woman is drinking beer.","contradiction"
"(A black Mitsubishi; is driving; through a spraying water) ||| (A black Mitsubishi; is driving; through a muddy puddle)","A van is stuck in the mud.","contradiction"
"(A man in a hat; is sitting; next to next to a metal bucket) ||| (A man in a hat; is sitting; next to a little boy)","Two women are shopping.","contradiction"
"(people; watching; L:on the shore) ||| (Four men in uniform; are rowing; down a river with people)","The men are part of a rowing club.","neutral"
"(a woman; walk; past a storefront) ||| (A man; walk; past a storefront)","Two people walking.","entailment"
"(A man with a yellow raincoat; stands; near an orange cone) ||| (A man with a hard hat raincoat; stands; near an orange cone)","A man is taking a shower at home.","contradiction"
"(a brown dog; jumps; off a dock; into a lake) ||| (a gray dog; jumps; off a dock; into a lake)","a dog goes for a swim","entailment"
"(A black race car; blows; smoke; out the back of the car) ||| (A silver race car; blows; smoke; out the back of the car) ||| (A black race car; turns; sideways) ||| (A silver race car; turns; sideways)","The car drives straight down the road","contradiction"
"(a towel; draped; L:across his shoulders) ||| (A young man; is getting; his haircut; by another man with a towel)","A man is playing baseball.","contradiction"
"(a taxi; taking; a smoke break) ||| (An older man in business attire in Asia; is standing; beside a taxi)","A man is smoking.","entailment"
"(people; holding; purple balloons) ||| (A crowd of children in people; gathers; L:next to a building) ||| (people; holding; signs) ||| (green t - shirts; holding; purple balloons) ||| (A crowd of children in green t - shirts; gathers; L:next to a building) ||| (green t - shirts; holding; signs)","A crowd gathers to spread cancer awareness.","neutral"
"(a stone wall; covered; in graffiti) ||| (Six individuals of varying ages; stand; in front of a stone wall)","6 men play a game of pickup basketball.","contradiction"
"(Two men; singing; karaoke) ||| (one; wearing; a blue pinstriped shirt)","The men are laughing between every line.","neutral"
"(A family; posing; for a picture) ||| (A family; is sitting; on the couch)","A family poses for their annual Christmas card.","neutral"
"(A group of freaks; performing; ) ||| (A group of freaks; standing; on stage)","They like doing weird things.","neutral"
"(A little girl in pink shorts; is running up; a grassy hill) ||| (A little girl in a green shirt; is running up; a grassy hill near a pavilion)","The girl is running towards her father.","neutral"
"(bones; looking up; to him; L:in the focus) ||| (A man; sits; on top of a streetlight post with a picture of a thing in bones)","A man is putting his photo in street city road.","contradiction"
"(Four young people; down alleyway posing; for a picture) ||| (Four young people; are standing; in a run)","People are taking holiday pictures.","neutral"
"(a woman; smiling; L:at the camera) ||| (a woman; sitting down; on a class)","A woman is taking a picture with her dog on her lap.","contradiction"
"(some small logs; playing; paintball) ||| (A boy; crouching; L:behind some small logs)","He is the last one there","neutral"
"(Two children; are playing; L:in the wet sand) ||| (Two children; are; on the beach)","The children are looking forward to a swim after their sand play.","neutral"
"(black hat; plays; a trombone) ||| (A man in a red coat; plays; a trombone)","A woman is playing the trombone.","contradiction"
"(Border; catches; a tennis ball) ||| (Border collie; jumps; L:in the air)","A dog is catcing a ball.","entailment"
"(a shopping cart; holding up; a cardboard sign) ||| (A bearded man; is standing; by a shopping cart)","A woman at the beach","contradiction"
"(A group of Indian women; sitting; in front of old fashioned sewing machines) ||| (a factory; making; clothes) ||| (A group of Indian women; are; in a factory)","Workers are making designer clothes inside a sweatshop.","neutral"
"(asian teenagers; sitting; in what looks like a waiting room with red chairs) ||| (a group of asian teenagers; show off; their electronic mini cameras) ||| (asian teenagers; sitting; in what looks like a waiting room with blue chairs)","A group of teenagers are waiting to go on a tour of the museum.","neutral"
"(a little boy; wearing; Spiderman bathing shorts) ||| (An old man; holds; the wrists of a little boy; T:while standing on a wooden bridge)","The man and boy are outdoors.","entailment"
"(An art exhibit; featuring; portraits of cattle heads) ||| (An art exhibit; featuring; portraits of guns heads)","The museum is displaying western art.","neutral"
"(a hill; covered; in pine trees) ||| (Two women; are hiking; down a hill)","A pair of women hike outdoors.","entailment"
"(A man in blue jeans; stands; in front of a shop window next to a open cellar) ||| (A man in a black shirt; stands; in front of a shop window next to a open cellar)","a woman stands in a marketplace","contradiction"
"(A man in a store; looking; at grocery items) ||| (A man in a store; is standing; )","A man is confused as to what groceries to buy.","neutral"
"(A girl in a white outfit; is standing; inside a display with other holiday items) ||| (A girl in a red outfit; is standing; inside a display with other holiday items)","Nobody is standing","contradiction"
"(a welding mask; is welding; metal; L:in a factory) ||| (A person with gloves; is welding; metal; L:in a factory)","A man welds a hockey mask.","neutral"
"(ingredients; sitting; on a kitchen counter) ||| (A casually dressed man gases; confused; L:at a pile of ingredients)","On his day off, a man came back from a walk to find his kitchen cupboards mysteriously emptied onto his counter.","neutral"
"(Group of men; play; football) ||| (men; wearing; dark colored shorts) ||| (men; wearing; white T - Shirt play football)","A group of women are playing football.","contradiction"
"(blue sparkly shoes; holding; a blue baseball bat) ||| (blue sparkly shoes; stands; on the grass) ||| (A girl in a pink dress; holding; a blue baseball bat) ||| (A girl in a pink dress; stands; on the grass)","The girl is getting ready to shoot a free throw.","contradiction"
"(A white dog; jumping; L:in the air) ||| (A brown dog; jumping; L:in the air; L:near a wooden fence)","pets are sleeping in the tree.","contradiction"
"(hit boat; overlooking; the water) ||| (A man; is sitting; on the end of hit boat)","A man is trying to catch a octopus.","neutral"
